raw_record_id,deduped_record_id,dedupe_key,source_database,source_record_id
raw-005148,deduped-002318,doi:10.1007/s00382-017-3902-8,OpenAlex,https://openalex.org/W2755173898
raw-005287,deduped-002319,doi:10.1007/s00382-017-3912-6,OpenAlex,https://openalex.org/W2763475556
raw-005145,deduped-002320,doi:10.1007/s00382-017-3913-5,OpenAlex,https://openalex.org/W2754966769
raw-005199,deduped-002321,doi:10.1007/s00382-017-3917-1,OpenAlex,https://openalex.org/W2758408777
raw-005304,deduped-002322,doi:10.1007/s00382-017-3931-3,OpenAlex,https://openalex.org/W2764227240
raw-005370,deduped-002323,doi:10.1007/s00382-017-3964-7,OpenAlex,https://openalex.org/W2766112908
raw-005353,deduped-002324,doi:10.1007/s00382-017-3982-5,OpenAlex,https://openalex.org/W2765861156
raw-005512,deduped-002325,doi:10.1007/s00382-017-4000-7,OpenAlex,https://openalex.org/W2769491005
raw-005509,deduped-002326,doi:10.1007/s00382-017-4018-x,OpenAlex,https://openalex.org/W2769391264
raw-019957,deduped-002327,doi:10.1007/s00382-017-4048-4,OpenAlex,https://openalex.org/W4252360830
raw-005679,deduped-002328,doi:10.1007/s00382-017-4056-4,OpenAlex,https://openalex.org/W2778154506
raw-005730,deduped-002329,doi:10.1007/s00382-017-4063-5,OpenAlex,https://openalex.org/W2781711540
raw-005812,deduped-002330,doi:10.1007/s00382-018-4073-y,OpenAlex,https://openalex.org/W2784232806
raw-005814,deduped-002331,doi:10.1007/s00382-018-4078-6,OpenAlex,https://openalex.org/W2784385304
raw-005895,deduped-002332,doi:10.1007/s00382-018-4092-8,OpenAlex,https://openalex.org/W2787560222
raw-006176,deduped-002333,doi:10.1007/s00382-018-4096-4,OpenAlex,https://openalex.org/W2793457949
raw-006116,deduped-002334,doi:10.1007/s00382-018-4108-4,OpenAlex,https://openalex.org/W2792414582
raw-006172,deduped-002335,doi:10.1007/s00382-018-4112-8,OpenAlex,https://openalex.org/W2793329730
raw-006173,deduped-002336,doi:10.1007/s00382-018-4121-7,OpenAlex,https://openalex.org/W2793412578
raw-005932,deduped-002337,doi:10.1007/s00382-018-4124-4,OpenAlex,https://openalex.org/W2788647543
raw-005928,deduped-002338,doi:10.1007/s00382-018-4128-0,OpenAlex,https://openalex.org/W2788556783
raw-006123,deduped-002339,doi:10.1007/s00382-018-4142-2,OpenAlex,https://openalex.org/W2792586624
raw-005975,deduped-002340,doi:10.1007/s00382-018-4147-x,OpenAlex,https://openalex.org/W2789783748
raw-005839,deduped-002341,doi:10.1007/s00382-018-4148-9,OpenAlex,https://openalex.org/W2785425176
raw-006193,deduped-002342,doi:10.1007/s00382-018-4151-1,OpenAlex,https://openalex.org/W2793681858
raw-005969,deduped-002343,doi:10.1007/s00382-018-4158-7,OpenAlex,https://openalex.org/W2789663440
raw-005984,deduped-002344,doi:10.1007/s00382-018-4160-0,OpenAlex,https://openalex.org/W2789928470
raw-006055,deduped-002345,doi:10.1007/s00382-018-4164-9,OpenAlex,https://openalex.org/W2791351209
raw-006083,deduped-002346,doi:10.1007/s00382-018-4177-4,OpenAlex,https://openalex.org/W2791843247
raw-006321,deduped-002347,doi:10.1007/s00382-018-4204-5,OpenAlex,https://openalex.org/W2796860806
raw-006508,deduped-002348,doi:10.1007/s00382-018-4209-0,OpenAlex,https://openalex.org/W2803007591
raw-006366,deduped-002349,doi:10.1007/s00382-018-4220-5,OpenAlex,https://openalex.org/W2799744993
raw-006357,deduped-002350,doi:10.1007/s00382-018-4231-2,OpenAlex,https://openalex.org/W2799494046
raw-006372,deduped-002351,doi:10.1007/s00382-018-4238-8,OpenAlex,https://openalex.org/W2799865233
raw-006392,deduped-002352,doi:10.1007/s00382-018-4239-7,OpenAlex,https://openalex.org/W2800324450
raw-006564,deduped-002353,doi:10.1007/s00382-018-4276-2,OpenAlex,https://openalex.org/W2804148547
raw-006679,deduped-002354,doi:10.1007/s00382-018-4286-0,OpenAlex,https://openalex.org/W2807211786
raw-006636,deduped-002355,doi:10.1007/s00382-018-4287-z,OpenAlex,https://openalex.org/W2805708280
raw-006745,deduped-002356,doi:10.1007/s00382-018-4304-2,OpenAlex,https://openalex.org/W2809370758
raw-007048,deduped-002357,doi:10.1007/s00382-018-4305-1,OpenAlex,https://openalex.org/W2887544598
raw-006831,deduped-002358,doi:10.1007/s00382-018-4330-0,OpenAlex,https://openalex.org/W2811416900
raw-006871,deduped-002359,doi:10.1007/s00382-018-4339-4,OpenAlex,https://openalex.org/W2851179267
raw-006864,deduped-002360,doi:10.1007/s00382-018-4340-y,OpenAlex,https://openalex.org/W2844305936
raw-006900,deduped-002361,doi:10.1007/s00382-018-4361-6,OpenAlex,https://openalex.org/W2883193013
raw-006981,deduped-002362,doi:10.1007/s00382-018-4379-9,OpenAlex,https://openalex.org/W2885516251
raw-007084,deduped-002363,doi:10.1007/s00382-018-4381-2,OpenAlex,https://openalex.org/W2888315744
raw-007033,deduped-002364,doi:10.1007/s00382-018-4385-y,OpenAlex,https://openalex.org/W2887040055
raw-006979,deduped-002365,doi:10.1007/s00382-018-4388-8,OpenAlex,https://openalex.org/W2885458242
raw-007054,deduped-002366,doi:10.1007/s00382-018-4398-6,OpenAlex,https://openalex.org/W2887628592
raw-007089,deduped-002367,doi:10.1007/s00382-018-4399-5,OpenAlex,https://openalex.org/W2888514439
raw-007096,deduped-002368,doi:10.1007/s00382-018-4410-1,OpenAlex,https://openalex.org/W2888808259
raw-007163,deduped-002369,doi:10.1007/s00382-018-4441-7,OpenAlex,https://openalex.org/W2890094708
raw-007168,deduped-002370,doi:10.1007/s00382-018-4444-4,OpenAlex,https://openalex.org/W2890194042
raw-007297,deduped-002371,doi:10.1007/s00382-018-4454-2,OpenAlex,https://openalex.org/W2893927330
raw-007303,deduped-002372,doi:10.1007/s00382-018-4467-x,OpenAlex,https://openalex.org/W2894066213
raw-007428,deduped-002373,doi:10.1007/s00382-018-4488-5,OpenAlex,https://openalex.org/W2897649769
raw-007350,deduped-002374,doi:10.1007/s00382-018-4497-4,OpenAlex,https://openalex.org/W2895820839
raw-007446,deduped-002375,doi:10.1007/s00382-018-4514-7,OpenAlex,https://openalex.org/W2898198235
raw-007607,deduped-002376,doi:10.1007/s00382-018-4521-8,OpenAlex,https://openalex.org/W2901405293
raw-007513,deduped-002377,doi:10.1007/s00382-018-4522-7,OpenAlex,https://openalex.org/W2899484351
raw-007562,deduped-002378,doi:10.1007/s00382-018-4525-4,OpenAlex,https://openalex.org/W2900433017
raw-019879,deduped-002379,doi:10.1007/s00382-018-4543-2,OpenAlex,https://openalex.org/W4239328705
raw-007675,deduped-002380,doi:10.1007/s00382-018-4559-7,OpenAlex,https://openalex.org/W2902522469
raw-007823,deduped-002381,doi:10.1007/s00382-018-4565-9,OpenAlex,https://openalex.org/W2905343016
raw-007764,deduped-002382,doi:10.1007/s00382-018-4568-6,OpenAlex,https://openalex.org/W2904139882
raw-007795,deduped-002383,doi:10.1007/s00382-018-4570-z,OpenAlex,https://openalex.org/W2904715283
raw-007892,deduped-002384,doi:10.1007/s00382-018-4596-2,OpenAlex,https://openalex.org/W2907187570
raw-007941,deduped-002385,doi:10.1007/s00382-019-04621-7,OpenAlex,https://openalex.org/W2908647232
raw-008062,deduped-002386,doi:10.1007/s00382-019-04634-2,OpenAlex,https://openalex.org/W2911673036
raw-008178,deduped-002387,doi:10.1007/s00382-019-04660-0,OpenAlex,https://openalex.org/W2913743310
raw-008267,deduped-002388,doi:10.1007/s00382-019-04661-z,OpenAlex,https://openalex.org/W2916529650
raw-008513,deduped-002389,doi:10.1007/s00382-019-04690-8,OpenAlex,https://openalex.org/W2929713011
raw-008430,deduped-002390,doi:10.1007/s00382-019-04692-6,OpenAlex,https://openalex.org/W2922449937
raw-008412,deduped-002391,doi:10.1007/s00382-019-04702-7,OpenAlex,https://openalex.org/W2922179055
raw-008539,deduped-002392,doi:10.1007/s00382-019-04728-x,OpenAlex,https://openalex.org/W2934439147
raw-008551,deduped-002393,doi:10.1007/s00382-019-04740-1,OpenAlex,https://openalex.org/W2936281337
raw-009992,deduped-002394,doi:10.1007/s00382-019-04751-y,OpenAlex,https://openalex.org/W2982385651
raw-008625,deduped-002395,doi:10.1007/s00382-019-04754-9,OpenAlex,https://openalex.org/W2940159302
raw-008614,deduped-002396,doi:10.1007/s00382-019-04755-8,OpenAlex,https://openalex.org/W2939483215
raw-008683,deduped-002397,doi:10.1007/s00382-019-04775-4,OpenAlex,https://openalex.org/W2942619009
raw-008738,deduped-002398,doi:10.1007/s00382-019-04776-3,OpenAlex,https://openalex.org/W2944073929
raw-008662,deduped-002399,doi:10.1007/s00382-019-04780-7,OpenAlex,https://openalex.org/W2941735509
raw-008741,deduped-002400,doi:10.1007/s00382-019-04797-y,OpenAlex,https://openalex.org/W2944176765
raw-008841,deduped-002401,doi:10.1007/s00382-019-04804-2,OpenAlex,https://openalex.org/W2946181087
raw-008873,deduped-002402,doi:10.1007/s00382-019-04813-1,OpenAlex,https://openalex.org/W2946924765
raw-018891,deduped-002403,doi:10.1007/s00382-019-04817-x,OpenAlex,https://openalex.org/W4211036624
raw-008817,deduped-002404,doi:10.1007/s00382-019-04818-w,OpenAlex,https://openalex.org/W2945681256
raw-008897,deduped-002405,doi:10.1007/s00382-019-04830-0,OpenAlex,https://openalex.org/W2947469259
raw-008918,deduped-002406,doi:10.1007/s00382-019-04831-z,OpenAlex,https://openalex.org/W2947863355
raw-009066,deduped-002407,doi:10.1007/s00382-019-04861-7,OpenAlex,https://openalex.org/W2952491980
raw-009118,deduped-002408,doi:10.1007/s00382-019-04868-0,OpenAlex,https://openalex.org/W2953653423
raw-009132,deduped-002409,doi:10.1007/s00382-019-04883-1,OpenAlex,https://openalex.org/W2954182613
raw-009121,deduped-002410,doi:10.1007/s00382-019-04890-2,OpenAlex,https://openalex.org/W2953678837
raw-009405,deduped-002411,doi:10.1007/s00382-019-04897-9,OpenAlex,https://openalex.org/W2966336883
raw-009375,deduped-002412,doi:10.1007/s00382-019-04899-7,OpenAlex,https://openalex.org/W2965379874
raw-009342,deduped-002413,doi:10.1007/s00382-019-04900-3,OpenAlex,https://openalex.org/W2964191207
raw-009298,deduped-002414,doi:10.1007/s00382-019-04902-1,OpenAlex,https://openalex.org/W2963115642
raw-009379,deduped-002415,doi:10.1007/s00382-019-04908-9,OpenAlex,https://openalex.org/W2965440180
raw-009370,deduped-002416,doi:10.1007/s00382-019-04911-0,OpenAlex,https://openalex.org/W2965198969
raw-009503,deduped-002417,doi:10.1007/s00382-019-04942-7,OpenAlex,https://openalex.org/W2969423284
raw-009649,deduped-002418,doi:10.1007/s00382-019-04974-z,OpenAlex,https://openalex.org/W2972410153
raw-009656,deduped-002419,doi:10.1007/s00382-019-04980-1,OpenAlex,https://openalex.org/W2972567312
raw-009731,deduped-002420,doi:10.1007/s00382-019-04990-z,OpenAlex,https://openalex.org/W2975150053
raw-009855,deduped-002421,doi:10.1007/s00382-019-04994-9,OpenAlex,https://openalex.org/W2980158738
raw-009811,deduped-002422,doi:10.1007/s00382-019-04997-6,OpenAlex,https://openalex.org/W2978973442
raw-009838,deduped-002423,doi:10.1007/s00382-019-05006-6,OpenAlex,https://openalex.org/W2979719159
raw-010137,deduped-002424,doi:10.1007/s00382-019-05014-6,OpenAlex,https://openalex.org/W2989005980
raw-010120,deduped-002425,doi:10.1007/s00382-019-05017-3,OpenAlex,https://openalex.org/W2988045213
raw-010058,deduped-002426,doi:10.1007/s00382-019-05024-4,OpenAlex,https://openalex.org/W2985507487
raw-010038,deduped-002427,doi:10.1007/s00382-019-05040-4,OpenAlex,https://openalex.org/W2984715650
raw-010126,deduped-002428,doi:10.1007/s00382-019-05047-x,OpenAlex,https://openalex.org/W2988490995
raw-010244,deduped-002429,doi:10.1007/s00382-019-05059-7,OpenAlex,https://openalex.org/W2990954541
raw-010533,deduped-002430,doi:10.1007/s00382-019-05082-8,OpenAlex,https://openalex.org/W2997735867
raw-010544,deduped-002431,doi:10.1007/s00382-019-05102-7,OpenAlex,https://openalex.org/W2998014547
raw-010562,deduped-002432,doi:10.1007/s00382-019-05103-6,OpenAlex,https://openalex.org/W2998325835
raw-010631,deduped-002433,doi:10.1007/s00382-019-05104-5,OpenAlex,https://openalex.org/W2999612191
raw-010654,deduped-002434,doi:10.1007/s00382-019-05105-4,OpenAlex,https://openalex.org/W3000078012
raw-010587,deduped-002435,doi:10.1007/s00382-019-05114-3,OpenAlex,https://openalex.org/W2998837250
raw-010663,deduped-002436,doi:10.1007/s00382-020-05118-4,OpenAlex,https://openalex.org/W3000192621
raw-010831,deduped-002437,doi:10.1007/s00382-020-05120-w,OpenAlex,https://openalex.org/W3004725227
raw-010590,deduped-002438,doi:10.1007/s00382-020-05123-7,OpenAlex,https://openalex.org/W2998936951
raw-010731,deduped-002439,doi:10.1007/s00382-020-05129-1,OpenAlex,https://openalex.org/W3002258411
raw-010726,deduped-002440,doi:10.1007/s00382-020-05131-7,OpenAlex,https://openalex.org/W3001954928
raw-010856,deduped-002441,doi:10.1007/s00382-020-05143-3,OpenAlex,https://openalex.org/W3005268298
raw-010798,deduped-002442,doi:10.1007/s00382-020-05146-0,OpenAlex,https://openalex.org/W3004001597
raw-010962,deduped-002443,doi:10.1007/s00382-020-05170-0,OpenAlex,https://openalex.org/W3007479447
raw-011171,deduped-002444,doi:10.1007/s00382-020-05177-7,OpenAlex,https://openalex.org/W3011701868
raw-012118,deduped-002445,doi:10.1007/s00382-020-05192-8,OpenAlex,https://openalex.org/W3037766813
raw-011113,deduped-002446,doi:10.1007/s00382-020-05200-x,OpenAlex,https://openalex.org/W3010732281
raw-011398,deduped-002447,doi:10.1007/s00382-020-05212-7,OpenAlex,https://openalex.org/W3016193899
raw-011414,deduped-002448,doi:10.1007/s00382-020-05229-y,OpenAlex,https://openalex.org/W3016442721
raw-011383,deduped-002449,doi:10.1007/s00382-020-05231-4,OpenAlex,https://openalex.org/W3015828283
raw-011455,deduped-002450,doi:10.1007/s00382-020-05233-2,OpenAlex,https://openalex.org/W3017230321
raw-011461,deduped-002451,doi:10.1007/s00382-020-05234-1,OpenAlex,https://openalex.org/W3017385724
raw-011552,deduped-002452,doi:10.1007/s00382-020-05235-0,OpenAlex,https://openalex.org/W3021472599
raw-011629,deduped-002453,doi:10.1007/s00382-020-05261-y,OpenAlex,https://openalex.org/W3023256086
raw-011684,deduped-002454,doi:10.1007/s00382-020-05263-w,OpenAlex,https://openalex.org/W3025009073
raw-011745,deduped-002455,doi:10.1007/s00382-020-05270-x,OpenAlex,https://openalex.org/W3027013062
raw-011837,deduped-002456,doi:10.1007/s00382-020-05281-8,OpenAlex,https://openalex.org/W3031025937
raw-011849,deduped-002457,doi:10.1007/s00382-020-05289-0,OpenAlex,https://openalex.org/W3031655009
raw-011553,deduped-002458,doi:10.1007/s00382-020-05290-7,OpenAlex,https://openalex.org/W3021484830
raw-011767,deduped-002459,doi:10.1007/s00382-020-05296-1,OpenAlex,https://openalex.org/W3027860677
raw-011938,deduped-002460,doi:10.1007/s00382-020-05306-2,OpenAlex,https://openalex.org/W3034131491
raw-011896,deduped-002461,doi:10.1007/s00382-020-05308-0,OpenAlex,https://openalex.org/W3033319324
raw-011811,deduped-002462,doi:10.1007/s00382-020-05309-z,OpenAlex,https://openalex.org/W3029800756
raw-011974,deduped-002463,doi:10.1007/s00382-020-05322-2,OpenAlex,https://openalex.org/W3034695376
raw-012065,deduped-002464,doi:10.1007/s00382-020-05332-0,OpenAlex,https://openalex.org/W3036749628
raw-012038,deduped-002465,doi:10.1007/s00382-020-05333-z,OpenAlex,https://openalex.org/W3036200641
raw-012115,deduped-002466,doi:10.1007/s00382-020-05350-y,OpenAlex,https://openalex.org/W3037636270
raw-012313,deduped-002467,doi:10.1007/s00382-020-05354-8,OpenAlex,https://openalex.org/W3042546072
raw-012446,deduped-002468,doi:10.1007/s00382-020-05357-5,OpenAlex,https://openalex.org/W3045107083
raw-012215,deduped-002469,doi:10.1007/s00382-020-05372-6,OpenAlex,https://openalex.org/W3040897434
raw-012416,deduped-002470,doi:10.1007/s00382-020-05377-1,OpenAlex,https://openalex.org/W3044412567
raw-012523,deduped-002471,doi:10.1007/s00382-020-05381-5,OpenAlex,https://openalex.org/W3046984087
raw-012054,deduped-002472,doi:10.1007/s00382-020-05383-3,OpenAlex,https://openalex.org/W3036509456
raw-012532,deduped-002473,doi:10.1007/s00382-020-05397-x,OpenAlex,https://openalex.org/W3047131819
raw-012590,deduped-002474,doi:10.1007/s00382-020-05398-w,OpenAlex,https://openalex.org/W3048360191
raw-012644,deduped-002475,doi:10.1007/s00382-020-05400-5,OpenAlex,https://openalex.org/W3049486797
raw-012572,deduped-002476,doi:10.1007/s00382-020-05404-1,OpenAlex,https://openalex.org/W3047856567
raw-012521,deduped-002477,doi:10.1007/s00382-020-05406-z,OpenAlex,https://openalex.org/W3046954525
raw-012693,deduped-002478,doi:10.1007/s00382-020-05411-2,OpenAlex,https://openalex.org/W3072990626
raw-012633,deduped-002479,doi:10.1007/s00382-020-05413-0,OpenAlex,https://openalex.org/W3049119755
raw-012688,deduped-002480,doi:10.1007/s00382-020-05417-w,OpenAlex,https://openalex.org/W3072076461
raw-012732,deduped-002481,doi:10.1007/s00382-020-05425-w,OpenAlex,https://openalex.org/W3080537356
raw-012821,deduped-002482,doi:10.1007/s00382-020-05435-8,OpenAlex,https://openalex.org/W3082201635
raw-012907,deduped-002483,doi:10.1007/s00382-020-05439-4,OpenAlex,https://openalex.org/W3083856039
raw-012838,deduped-002484,doi:10.1007/s00382-020-05440-x,OpenAlex,https://openalex.org/W3082448801
raw-012947,deduped-002485,doi:10.1007/s00382-020-05447-4,OpenAlex,https://openalex.org/W3084519032
raw-012949,deduped-002486,doi:10.1007/s00382-020-05456-3,OpenAlex,https://openalex.org/W3084592696
raw-013250,deduped-002487,doi:10.1007/s00382-020-05467-0,OpenAlex,https://openalex.org/W3091802834
raw-013279,deduped-002488,doi:10.1007/s00382-020-05489-8,OpenAlex,https://openalex.org/W3092153919
raw-013371,deduped-002489,doi:10.1007/s00382-020-05490-1,OpenAlex,https://openalex.org/W3093146933
raw-013738,deduped-002490,doi:10.1007/s00382-020-05492-z,OpenAlex,https://openalex.org/W3103884149
raw-013723,deduped-002491,doi:10.1007/s00382-020-05494-x,OpenAlex,https://openalex.org/W3103228145
raw-013771,deduped-002492,doi:10.1007/s00382-020-05510-0,OpenAlex,https://openalex.org/W3105756323
raw-013997,deduped-002493,doi:10.1007/s00382-020-05521-x,OpenAlex,https://openalex.org/W3111800415
raw-013969,deduped-002494,doi:10.1007/s00382-020-05525-7,OpenAlex,https://openalex.org/W3111078801
raw-014358,deduped-002495,doi:10.1007/s00382-020-05536-4,OpenAlex,https://openalex.org/W3120874894
raw-013842,deduped-002496,doi:10.1007/s00382-020-05539-1,OpenAlex,https://openalex.org/W3108003327
raw-014346,deduped-002497,doi:10.1007/s00382-020-05564-0,OpenAlex,https://openalex.org/W3120752610
raw-014255,deduped-002498,doi:10.1007/s00382-020-05576-w,OpenAlex,https://openalex.org/W3119225168
raw-014171,deduped-002499,doi:10.1007/s00382-020-05577-9,OpenAlex,https://openalex.org/W3116998460
raw-014256,deduped-002500,doi:10.1007/s00382-020-05578-8,OpenAlex,https://openalex.org/W3119246393
raw-014320,deduped-002501,doi:10.1007/s00382-020-05605-8,OpenAlex,https://openalex.org/W3120303286
raw-014616,deduped-002502,doi:10.1007/s00382-020-05606-7,OpenAlex,https://openalex.org/W3127467325
raw-014435,deduped-002503,doi:10.1007/s00382-020-05611-w,OpenAlex,https://openalex.org/W3123062025
raw-014237,deduped-002504,doi:10.1007/s00382-020-05614-7,OpenAlex,https://openalex.org/W3118917489
raw-014645,deduped-002505,doi:10.1007/s00382-020-05617-4,OpenAlex,https://openalex.org/W3128092924
raw-014598,deduped-002506,doi:10.1007/s00382-020-05618-3,OpenAlex,https://openalex.org/W3127158379
raw-014452,deduped-002507,doi:10.1007/s00382-020-05620-9,OpenAlex,https://openalex.org/W3123555743
raw-014523,deduped-002508,doi:10.1007/s00382-020-05622-7,OpenAlex,https://openalex.org/W3125599230
raw-014429,deduped-002509,doi:10.1007/s00382-021-05632-z,OpenAlex,https://openalex.org/W3122940074
raw-014923,deduped-002510,doi:10.1007/s00382-021-05640-z,OpenAlex,https://openalex.org/W3134842398
raw-014688,deduped-002511,doi:10.1007/s00382-021-05641-y,OpenAlex,https://openalex.org/W3128792470
raw-014379,deduped-002512,doi:10.1007/s00382-021-05642-x,OpenAlex,https://openalex.org/W3121640914
raw-014767,deduped-002513,doi:10.1007/s00382-021-05644-9,OpenAlex,https://openalex.org/W3130493259
raw-014441,deduped-002514,doi:10.1007/s00382-021-05647-6,OpenAlex,https://openalex.org/W3123192579
raw-014568,deduped-002515,doi:10.1007/s00382-021-05664-5,OpenAlex,https://openalex.org/W3126629737
raw-014581,deduped-002516,doi:10.1007/s00382-021-05667-2,OpenAlex,https://openalex.org/W3126925135
raw-014618,deduped-002517,doi:10.1007/s00382-021-05673-4,OpenAlex,https://openalex.org/W3127494884
raw-014588,deduped-002518,doi:10.1007/s00382-021-05677-0,OpenAlex,https://openalex.org/W3127004113
raw-014835,deduped-002519,doi:10.1007/s00382-021-05688-x,OpenAlex,https://openalex.org/W3132803399
raw-014758,deduped-002520,doi:10.1007/s00382-021-05689-w,OpenAlex,https://openalex.org/W3130273753
raw-014744,deduped-002521,doi:10.1007/s00382-021-05691-2,OpenAlex,https://openalex.org/W3130100203
raw-014832,deduped-002522,doi:10.1007/s00382-021-05701-3,OpenAlex,https://openalex.org/W3132691230
raw-015541,deduped-002523,doi:10.1007/s00382-021-05709-9,OpenAlex,https://openalex.org/W3157771439
raw-015195,deduped-002524,doi:10.1007/s00382-021-05727-7,OpenAlex,https://openalex.org/W3142277975
raw-015150,deduped-002525,doi:10.1007/s00382-021-05728-6,OpenAlex,https://openalex.org/W3139807044
raw-015200,deduped-002526,doi:10.1007/s00382-021-05746-4,OpenAlex,https://openalex.org/W3142461689
raw-016822,deduped-002527,doi:10.1007/s00382-021-05755-3,OpenAlex,https://openalex.org/W3186987540
raw-015408,deduped-002528,doi:10.1007/s00382-021-05759-z,OpenAlex,https://openalex.org/W3154121679
raw-015394,deduped-002529,doi:10.1007/s00382-021-05767-z,OpenAlex,https://openalex.org/W3153589320
raw-015473,deduped-002530,doi:10.1007/s00382-021-05771-3,OpenAlex,https://openalex.org/W3156261119
raw-015173,deduped-002531,doi:10.1007/s00382-021-05791-z,OpenAlex,https://openalex.org/W3141082824
raw-015691,deduped-002532,doi:10.1007/s00382-021-05796-8,OpenAlex,https://openalex.org/W3160559763
raw-015924,deduped-002533,doi:10.1007/s00382-021-05800-1,OpenAlex,https://openalex.org/W3164959186
raw-015311,deduped-002534,doi:10.1007/s00382-021-05801-0,OpenAlex,https://openalex.org/W3149964952
raw-015771,deduped-002535,doi:10.1007/s00382-021-05805-w,OpenAlex,https://openalex.org/W3162024478
raw-015839,deduped-002536,doi:10.1007/s00382-021-05807-8,OpenAlex,https://openalex.org/W3163370661
raw-015870,deduped-002537,doi:10.1007/s00382-021-05811-y,OpenAlex,https://openalex.org/W3163837965
raw-015906,deduped-002538,doi:10.1007/s00382-021-05812-x,OpenAlex,https://openalex.org/W3164603990
raw-016065,deduped-002539,doi:10.1007/s00382-021-05820-x,OpenAlex,https://openalex.org/W3167994761
raw-014332,deduped-002540,doi:10.1007/s00382-021-05821-w,OpenAlex,https://openalex.org/W3120561356
raw-019974,deduped-002541,doi:10.1007/s00382-021-05824-7,OpenAlex,https://openalex.org/W4254780885
raw-016142,deduped-002542,doi:10.1007/s00382-021-05838-1,OpenAlex,https://openalex.org/W3169562261
raw-016452,deduped-002543,doi:10.1007/s00382-021-05847-0,OpenAlex,https://openalex.org/W3176066814
raw-016051,deduped-002544,doi:10.1007/s00382-021-05850-5,OpenAlex,https://openalex.org/W3167770016
raw-016594,deduped-002545,doi:10.1007/s00382-021-05856-z,OpenAlex,https://openalex.org/W3180418631
raw-016458,deduped-002546,doi:10.1007/s00382-021-05859-w,OpenAlex,https://openalex.org/W3176202373
raw-016574,deduped-002547,doi:10.1007/s00382-021-05867-w,OpenAlex,https://openalex.org/W3179621132
raw-016875,deduped-002548,doi:10.1007/s00382-021-05869-8,OpenAlex,https://openalex.org/W3188765846
raw-017603,deduped-002549,doi:10.1007/s00382-021-05883-w,OpenAlex,https://openalex.org/W3204064636
raw-016669,deduped-002550,doi:10.1007/s00382-021-05889-4,OpenAlex,https://openalex.org/W3183415608
raw-016722,deduped-002551,doi:10.1007/s00382-021-05897-4,OpenAlex,https://openalex.org/W3184772533
raw-016979,deduped-002552,doi:10.1007/s00382-021-05902-w,OpenAlex,https://openalex.org/W3193121054
raw-017143,deduped-002553,doi:10.1007/s00382-021-05910-w,OpenAlex,https://openalex.org/W3195947332
raw-017140,deduped-002554,doi:10.1007/s00382-021-05918-2,OpenAlex,https://openalex.org/W3195883581
raw-017378,deduped-002555,doi:10.1007/s00382-021-05938-y,OpenAlex,https://openalex.org/W3199592027
raw-017047,deduped-002556,doi:10.1007/s00382-021-05941-3,OpenAlex,https://openalex.org/W3194276875
raw-017065,deduped-002557,doi:10.1007/s00382-021-05944-0,OpenAlex,https://openalex.org/W3194631401
raw-017257,deduped-002558,doi:10.1007/s00382-021-05947-x,OpenAlex,https://openalex.org/W3197655333
raw-017484,deduped-002559,doi:10.1007/s00382-021-05958-8,OpenAlex,https://openalex.org/W3201495886
raw-017482,deduped-002560,doi:10.1007/s00382-021-05964-w,OpenAlex,https://openalex.org/W3201468056
raw-019847,deduped-002561,doi:10.1007/s00382-021-05983-7,OpenAlex,https://openalex.org/W4235447839
raw-017638,deduped-002562,doi:10.1007/s00382-021-05984-6,OpenAlex,https://openalex.org/W3204727116
raw-017839,deduped-002563,doi:10.1007/s00382-021-05998-0,OpenAlex,https://openalex.org/W3209478623
raw-015889,deduped-002564,doi:10.1007/s00382-021-06006-1,OpenAlex,https://openalex.org/W3164314448
raw-017915,deduped-002565,doi:10.1007/s00382-021-06009-y,OpenAlex,https://openalex.org/W3211106663
raw-015259,deduped-002566,doi:10.1007/s00382-021-06010-5,OpenAlex,https://openalex.org/W3146540084
raw-015422,deduped-002567,doi:10.1007/s00382-021-06011-4,OpenAlex,https://openalex.org/W3154586253
raw-017910,deduped-002568,doi:10.1007/s00382-021-06018-x,OpenAlex,https://openalex.org/W3210971877
raw-017864,deduped-002569,doi:10.1007/s00382-021-06030-1,OpenAlex,https://openalex.org/W3209928267
raw-017962,deduped-002570,doi:10.1007/s00382-021-06031-0,OpenAlex,https://openalex.org/W3212133957
raw-017934,deduped-002571,doi:10.1007/s00382-021-06034-x,OpenAlex,https://openalex.org/W3211527278
raw-017101,deduped-002572,doi:10.1007/s00382-021-06037-8,OpenAlex,https://openalex.org/W3195303267
raw-018192,deduped-002573,doi:10.1007/s00382-021-06043-w,OpenAlex,https://openalex.org/W3217415574
raw-018118,deduped-002574,doi:10.1007/s00382-021-06045-8,OpenAlex,https://openalex.org/W3215872538
raw-018145,deduped-002575,doi:10.1007/s00382-021-06064-5,OpenAlex,https://openalex.org/W3216594594
raw-018647,deduped-002576,doi:10.1007/s00382-021-06067-2,OpenAlex,https://openalex.org/W4206399829
raw-018167,deduped-002577,doi:10.1007/s00382-021-06069-0,OpenAlex,https://openalex.org/W3216982090
raw-018343,deduped-002578,doi:10.1007/s00382-021-06081-4,OpenAlex,https://openalex.org/W4200301724
raw-018272,deduped-002579,doi:10.1007/s00382-021-06084-1,OpenAlex,https://openalex.org/W4200097894
raw-019027,deduped-002580,doi:10.1007/s00382-021-06103-1,OpenAlex,https://openalex.org/W4213387739
